id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
3748,3.96,26.85,12.47,12.7,11.23,202.75,153.79,0.04,0.07,0.03,0.05,0.96,6.95,174.82,1.11,0.57,-21.2,-3.38,0.53,0.38,18.65,0.69,0.57,-0.37,0.88,0.27,0.01,0.64,P
3749,6.42,12.68,6.7,10.87,27.61,32.83,29.83,0.06,0.24,0.05,0.06,0.95,-4.79,3.5,0.88,0.54,3.65,-6.17,0.49,-0.56,-3.34,0.39,0.49,0,0.71,0.74,0.01,0.66,P
3750,-2.24,13.46,8.02,14.36,9.35,55.37,50.2,0.05,0.05,0.04,0.03,15.79,-2.87,-2.65,0.13,0.59,-8.29,2.04,0.45,1.39,5.4,0.47,0.47,0.82,2.03,-0,0.02,0.63,P
3751,4.48,59.25,6.13,12.35,10.06,85.78,58.22,0.04,0.13,0.04,0.05,0.97,-2.36,5.91,0.59,0.57,5.16,57.35,0.49,1.46,0.69,0.43,0.55,-0.16,0.88,-0.25,0.01,0.61,P
3752,4.06,13.05,6.81,7.83,13.58,54.32,52.24,0.06,0.04,0.03,0.05,0.76,-35.53,3.45,1.12,0.58,20.79,15.03,0.57,1.2,2.9,0.45,0.51,-0.61,0.63,0.11,0.02,0.63,P
3753,13.3,30.69,8.37,7.54,11.69,33.67,34.06,0.04,0.13,0.13,0.13,1.87,-14.63,9.4,5.36,0.52,18.65,-0.83,0.27,1.18,9.2,0.66,0.47,1.05,0.42,0.16,0.01,0.56,P
3754,15.95,33.02,7.5,7.28,46.94,34.32,26.76,0.04,0.13,0.13,0.13,0.98,-2.07,1.21,0.56,0.61,1.95,-3.37,0.38,1.44,4.52,0.52,0.48,0.59,0.79,0.02,0.01,0.63,P
3755,5.51,20.37,8.68,8.81,24.4,30.82,24.04,0.06,0.04,0.05,0.04,0.67,-1.06,5.19,0.96,0.52,2.6,6.67,0.58,1.35,3.53,0.45,0.62,-0.19,1.26,0.77,0.01,0.02,P
3756,5.78,12.24,9.24,5.81,9.53,41.11,112.85,0.05,0.03,0.05,0.04,1.06,138.83,5.7,1.13,0.51,12.23,702.3,0.53,1.78,4.92,0.44,0.59,-0.79,0.92,0.44,0.02,0.59,P
3757,5.35,16.82,15.54,8.32,26.83,40.9,54.81,0.05,0.09,0.07,0.07,0.47,-9.79,-51.74,0.72,0.61,-37.61,-4.18,0.54,-1.02,-0.75,0.39,0.56,-0.57,1.35,0.56,0.01,0.52,P
3758,3.39,16.06,8.3,17.35,26.88,91.47,190.36,0.06,0.04,0.06,0.04,0.45,-10.27,5.09,0.97,0.47,6.02,-20.36,0.49,-1.19,2.52,0.36,0.75,-0.56,0.78,0.45,0.02,0.62,P
3759,15.03,18.17,9.46,9.13,20.6,111.9,74.32,0.05,0.05,0.03,0.06,2.12,-4.01,4.84,0.75,0.64,11.19,4.21,0.55,-1.04,2.48,0.4,0.54,-1.28,1.2,0.41,0.02,0.62,P
3760,5.94,15.57,7.07,8.96,30.03,28.39,26.13,0.05,0.26,0.15,0.15,1.15,-5.19,2.25,0.97,0.57,5.21,-3.78,0.55,-0.86,-0.29,0.39,0.53,-0.6,1.3,0.57,0.01,0.5,P
3761,6.18,25.1,7.47,9.77,10.93,37.61,31.21,0.04,0.06,0.07,0.08,15.85,-2.7,2.51,0.9,0.62,4.17,2.12,0.51,1.01,12.68,0.42,0.56,-1.26,1.95,0.69,0.02,0.62,P
3762,4.13,9.89,24.8,21.32,226.85,66.91,116.63,0.04,0.13,0.07,0.07,0.19,-2.16,1.85,2.13,0.33,1.57,-6.52,0.2,-1.15,-0.26,0.09,1,0.91,0.88,-2.72,0,0,P
3763,5.46,21,21,8.04,21.18,22.99,18.97,0.04,0.07,0.05,0.09,0.72,-3.97,2.4,1.19,0.58,3.23,3.2,0.58,-0.73,0.25,0.39,0.55,-0.72,1.21,0.31,0.02,0.62,P
3764,4.4,9.04,6.95,7.2,10.81,35.26,54.97,0.05,0.04,0.05,0.05,1.57,-1.91,3.16,1.42,0.49,2.74,2.95,0.55,-1.27,1.61,0.41,0.68,-0.7,0.45,0.24,0.01,0.58,P
3765,6.62,19.41,11.79,7.72,15.83,46.98,113.31,0.08,0.13,0.13,0.13,0.79,-16.97,8.57,3.19,0.58,39.19,-1.26,0.32,0.06,11.77,0.82,0.59,0.94,0.62,0.02,0.02,0.56,P
3766,5.99,15.94,9.9,13.67,19.06,89.3,88.38,0.24,0.05,0.08,0.04,0.46,-2.16,2.1,1.56,0.56,1.95,-14.37,0.51,1.5,15.66,0.52,0.69,-0.33,1.56,0.62,0,0.57,P
3767,5.93,117.72,6.43,12.06,28.41,38.24,37.33,0.05,0.04,0.11,0.08,1.14,7.09,3.56,0.71,0.57,35.88,8.65,0.51,1.52,9.48,0.49,0.6,-0.61,1.07,0.62,0.02,0.61,P
3768,6.03,18.26,17.84,11.48,23.12,30.9,39.96,0.12,0.04,0.07,0.05,1.08,-2.98,-5.92,0.74,0.61,-17.44,-9.87,0.48,0.95,9.98,0.59,0.62,-0.84,1.47,0.23,0.02,0.63,P
3769,5.73,18.37,12.51,8.59,12.07,45.65,44.67,0.12,0.04,0.05,0.04,1.78,-6.86,37.28,0.93,0.58,83.4,-33.9,0.49,1.33,2.85,0.5,0.57,-0.98,1.41,0.16,0.02,0.63,P
3770,4.87,27.52,7.96,8.59,11.27,29.65,23.3,0.03,0.05,0.03,0.03,0.69,-1.82,5.29,1.04,0.45,3.47,28.61,0.51,1.65,1.94,0.26,0.65,-1.11,0.45,0.44,0.01,0.31,P
3771,-0.82,12.23,9.91,8.72,41.16,31.67,33.18,0.04,0.05,0.03,0.03,0.82,-11.39,-8.53,0.38,0.59,-19.17,7.99,0.51,-0.54,-1.58,0.38,0.47,-0.95,1.65,0.33,0.02,0.62,P
3772,4.33,24.18,18.25,19.25,9.91,44.6,37.37,0.12,0.05,0.03,0.04,0.34,-1.59,3.86,1.56,0.53,2.69,-7.03,0.44,-1.42,1.84,0.41,0.55,-0.13,1.29,0.02,0.01,0.5,P
3773,5.51,30.07,8.99,7.22,20.4,30.01,27.74,0.05,0.13,0.04,0.06,1.55,-3.04,3.52,0.76,0.55,3.34,-11.11,0.53,1.41,8.63,0.47,0.72,-0.13,0.99,0.64,0.01,0.54,P
3774,-1.46,10.81,11.08,6.96,15.27,24.27,20.75,0.05,0.07,0.04,0.06,1.24,-8.92,17.98,0.66,0.61,31.29,11.94,0.53,-0.65,-1.75,0.38,0.49,-0.61,1.08,0.36,0.02,0.64,P
3775,4.93,23.33,12.76,6.69,44.47,29.96,133.64,0.04,0.05,0.07,0.04,0.58,-15.24,7.88,0.93,0.52,15.04,-3.33,0.4,-0.63,-1,0.4,0.5,-0.56,0.61,0.57,0.02,0.64,P
3776,15.76,53.15,9.54,7.58,19.95,28.12,29.13,0.04,0.1,0.08,0.08,0.53,-2.23,1.62,0.46,0.63,1.94,8.73,0.59,1.14,6.62,0.44,0.59,-0.18,1.11,0.51,0.02,0.62,P
3777,3.5,38.83,28.05,10.97,14.06,31.32,41.95,0.07,0.06,0.12,0.05,0.65,-3.99,3.26,0.7,0.57,2.71,-21.59,0.54,1.29,10.37,0.5,0.55,-0.23,0.81,0.79,0.02,0.62,P
3778,4.62,18.83,10.4,9.89,39.73,47.28,39.99,0.05,0.05,0.05,0.04,0.33,-4.06,11.33,0.32,0.54,6.92,-9.11,0.54,0.84,9.85,0.57,0.5,-0.28,0.72,0.27,0.02,0.57,P
3779,4.2,18.07,8.19,8.26,16.71,66.4,158.91,0.11,0.04,0.26,0.28,2.98,-2.42,2.72,0.7,0.56,5.7,3.24,0.53,-1.28,3.01,0.4,0.55,-1.18,2.01,0.6,0.02,0.63,P
3780,6.8,19.66,11.96,10.77,27.75,27.47,22.04,0.1,0.14,0.22,0.22,0.4,-15.69,3.36,0.88,0.58,5.29,-2.63,0.46,-1.8,5.05,0.39,0.47,-0.31,1.54,1.21,0.02,0.64,P
3781,-2.09,18.28,7.55,16.91,13.73,68.87,63.62,0.05,0.23,0.05,0.04,1.6,-3.11,3.63,1.17,0.61,3.9,3.41,0.59,1.34,9.26,0.42,0.58,-1.03,0.99,0.46,0.01,0.02,P
3782,5.73,12.36,12.52,7.93,30.39,90.43,79.06,0.06,0.21,0.05,0.1,0.56,-5.18,1.53,1.22,0.59,2.96,-6.02,0.4,-0.9,0.61,0.41,0.62,0.57,0.66,0.04,0.01,0.5,P
3783,5.88,259.26,333.33,333.33,259.26,466.67,466.67,0.12,0.04,0.05,0.05,0.17,-8.13,2.29,1.08,0.47,1.98,-3.15,0.41,-1.3,1.22,0.43,0.39,-0.01,1.31,0.24,0.01,0.56,P
3784,5.09,27.88,8.41,7.52,18.73,144.37,151.98,0.04,0.05,0.08,0.05,3.86,16.48,5.39,0.61,0.6,8.31,484.37,0.54,1.19,7.01,0.49,0.51,-0.59,1.06,0.74,0.02,0.64,P
3785,4.51,20.31,9.62,7.12,13.59,91.19,264.67,0.05,0.14,0.05,0.04,1.86,19.57,5.56,0.8,0.6,13.88,5.35,0.54,1.28,8.62,0.52,0.5,-1.19,1.38,0.61,0.02,0.64,P
3786,17.37,26.27,27.16,7.72,116.13,36.47,43.2,0.04,0.04,0.05,0.03,0.38,-10.86,3.25,1.16,0.5,5.44,-6.16,0.38,1.14,2.26,0.43,0.49,-0.31,0.36,0.22,0.01,0.6,P
3787,5.57,31.01,7.96,9.44,28.53,62.26,66.8,0.04,0.09,0.05,0.05,0.73,-11.58,9.22,0.99,0.55,6.67,3.17,0.55,-0.86,0.21,0.41,0.53,-0.52,1.33,-0.1,0.02,0.63,P
3788,7.13,24.72,14.95,8.64,47.03,172.05,97.1,0.05,0.05,0.08,0.05,0.76,-164.89,32.3,0.56,0.42,9.88,8.63,0.47,-0.48,-2.95,0.41,0.39,-0.48,1.59,0.49,0.02,0.02,P
3789,5.8,11.22,10.58,20.5,22.26,46.16,52.47,0.05,0.06,0.04,0.04,0.43,-3.27,2.22,1.48,0.61,1.86,-5.63,0.49,1.18,3.06,0.45,0.43,0.17,0.96,0.74,0.01,0.62,P
3790,4.94,18.1,8.88,7.1,18.31,31.53,27.85,0.04,0.04,0.04,0.04,0.32,-1.81,2.15,1.66,0.47,1.98,4.68,0.44,-2.67,-1.96,0.18,0.87,0.03,0.4,-0.04,0.01,0.6,P
3791,16.68,16.51,11.6,6.62,17.61,25.66,22.77,0.23,0.06,0.05,0.07,0.8,-3.41,-95.46,0.43,0.46,13.15,13.61,0.51,-0.55,-2.89,0.36,0.53,-0.48,1.24,0.59,0.01,0.52,P
3792,4.38,16.52,10,8.73,13.49,26.95,33.84,0.06,0.05,0.06,0.12,1.11,-2.79,3.13,0.65,0.57,3.95,8.08,0.5,-0.74,-1.67,0.41,0.51,-1.09,2.14,0.35,0.01,0.51,P
3793,5.74,10.22,9.31,9.1,21.32,43.21,39.28,0.07,0.24,0.09,0.09,0.62,-1.39,1.66,0.76,0.55,1.41,2.98,0.54,-1.3,2.82,0.37,0.43,0.15,0.88,0.23,0.01,0.6,P
3794,9.77,33.38,6.58,8.55,17.22,45.47,26.26,0.08,0.04,0.05,0.05,6.76,-5.27,-25.27,0.62,0.63,82.45,17.48,0.51,1.39,7.08,0.42,0.57,-1.08,1.19,0.54,0.02,0.56,P
3795,14.6,16,9.04,8.5,13.14,21.5,23.65,0.06,0.04,0.06,0.07,0.45,-3.17,4.09,1.22,0.5,3.32,13.46,0.51,1.73,7.97,0.49,0.64,-0.24,0.49,0.26,0.01,0.63,P
3796,6.08,13.36,6.99,6.26,16.94,73.61,59.71,0.05,0.04,0.07,0.07,8.81,-36.57,88.35,0.63,0.61,-379.82,-334.46,0.55,1.08,14.78,0.59,0.51,-0.62,1.14,0.26,0.02,0.58,P
3797,5.74,17.26,6.81,6.76,25.48,30.71,25.26,0.04,0.13,0.13,0.13,0.58,-64.51,4.08,1.88,0.48,12.34,-1.37,0.33,-1.24,1.52,0.42,0.39,0.59,0.6,0.63,0.02,0.64,P
3798,7.19,29.99,8.11,9.65,16.62,42.69,35.24,0.11,0.04,0.05,0.04,0.6,-10.97,13.78,1.32,0.52,10.5,10.37,0.51,-0,4.23,0.44,0.29,-0.96,1.54,0.04,0.01,0.02,P
3799,6.04,10.54,16.7,10.58,150.7,35.31,31.23,0.17,0.13,0.13,0.13,0.59,-2.21,4.48,2.24,0.59,3.88,-2.23,0.29,-1.74,4.43,0.41,0.71,1.1,0.6,-0.01,0.02,0.61,P
3800,5.91,13.65,7.67,11.9,15.15,73.41,57.86,0.03,0.04,0.06,0.05,1.51,-4.98,5.19,0.75,0.6,6.47,4.6,0.56,1.41,1.69,0.46,0.55,-0.71,0.99,0.42,0.02,0.63,P
3801,5.67,14.22,5.98,7.71,24.07,22.09,19.14,0.08,0.05,0.06,0.1,0.77,-10.1,53.16,0.27,0.55,24.63,32.63,0.55,1.66,5.44,0.43,0.54,-0.81,1.09,0.31,0.02,0.63,P
3802,6.27,18.93,10.07,9.95,16.29,20.58,27.48,0.04,0.04,0.04,0.03,1.01,-10.46,22.6,0.79,0.61,26.16,14.85,0.55,1.41,1.91,0.37,0.45,-0.81,1.49,0.76,0.01,0.62,P
3803,5.9,138.64,10.56,15.68,9.48,218.64,140.34,0.06,0.05,0.04,0.04,0.45,-3.91,42.05,0.89,0.47,5.51,8.85,0.57,1.3,4.98,0.46,0.59,-0.56,1,0.5,0.01,0.64,P
3804,5.57,30.74,6.38,12.91,17.18,47.07,46.28,0.05,0.13,0.13,0.13,0.99,-8.05,6.8,1.96,0.6,-603.66,-1.15,0.27,0.44,16.84,0.67,0.59,0.67,0.35,0.52,0.01,0.62,P
3805,-0.27,25.97,14.52,13.49,21.28,34.51,34.68,0.05,0.04,0.05,0.07,0.88,-6.84,-4.81,0.53,0.57,-5.49,-11.29,0.46,-1.14,2.6,0.36,0.52,-0.79,1.75,0.38,0.02,0.56,P
3806,5.14,24.93,14.6,10.64,27.45,33.76,26.86,0.08,0.05,0.04,0.05,1.6,-2.27,9.19,1.01,0.57,5.29,4.48,0.57,-1.53,5.28,0.4,0.65,-1,0.84,0.69,0.02,0.58,P
3807,6.61,17.02,8.32,7.82,14.28,49.9,35.43,0.07,0.07,0.07,0.06,2.13,-4.52,11.42,0.62,0.65,13.4,-798.07,0.61,0.97,27.78,0.58,0.57,-0.9,1.29,0.77,0.02,0.63,P
3808,3.48,42.12,10.59,8.35,13.96,31.92,35.83,0.04,0.05,0.08,0.05,1.12,-5.89,4.76,0.99,0.49,5.3,10.98,0.49,1.29,9.61,0.51,0.46,-0.8,1.84,0.63,0.02,0.57,P
3809,5.05,82.02,9.74,18.42,28.78,215.23,159.12,0.15,0.06,0.04,0.04,0.58,-3.39,-9.82,0.65,0.61,30.05,-10.89,0.55,1.27,6.59,0.46,0.6,-0.52,1.12,0.56,0.01,0.61,P
3810,3.77,41.73,9.31,6.16,23,29.93,30.23,0.04,0.05,0.04,0.04,10.2,-3.12,7.69,0.89,0.53,7.53,1.82,0.54,-0.09,7.34,0.4,0.48,-1.03,1.26,0.35,0.01,0.6,P
3811,5.96,39.28,7.11,13.62,9.84,82.12,56.78,0.03,0.04,0.05,0.05,1.51,-2.9,3.41,2.1,0.59,3.27,-4.38,0.46,1.08,15.05,0.44,0.55,-0.23,0.36,0.58,0.02,0.59,P
3812,3.77,11.41,9.77,6.64,16.15,51.19,39.99,0.04,0.05,0.04,0.04,3.07,-5.88,5.43,0.86,0.59,12.7,2.1,0.49,-1.43,0.58,0.47,0.46,-0.89,1.88,0.27,0.02,0.03,P
3813,15.39,9.79,12.74,10.15,36.71,31.55,56.72,0.08,0.03,0.06,0.06,0.77,-9.2,-42.83,0.53,0.51,225.36,-86.23,0.51,-1.18,1.06,0.38,0.51,-0.62,1.26,0.03,0.01,0.52,P
3814,5.55,31.54,8.26,10.25,13.35,57.4,36.62,0.04,0.08,0.09,0.06,0.92,-1.99,12.86,0.69,0.58,3.98,15.59,0.55,0.97,8.82,0.5,0.47,-0.92,1.63,0.45,0.02,0.6,P
3815,16.4,10.77,11.37,8.49,24.73,18.1,24.74,0.05,0.13,0.13,0.13,1.99,-1.79,2.31,1.6,0.45,2.02,-0.93,0.38,-0.44,-1.6,0.36,0.83,0.7,0.59,-0.38,0,0.2,P
3816,4.83,44.85,24.39,10.06,21.16,63.16,79.79,0.06,0.15,0.04,0.05,0.44,-7.01,11.53,1.15,0.41,6.59,-2.37,0.46,2.27,14.53,0.54,0.65,-0.05,1.05,1.05,0.02,0.57,P
3817,5.59,16.57,10.94,11.62,18.42,33.89,59.01,0.05,0.1,0.18,0.18,0.94,-2.46,6.28,0.52,0.6,3.29,5.7,0.53,1.68,-0.96,0.42,0.48,-0.35,1.46,0.43,0.01,0.62,P
3818,5.29,12.92,8.07,10.64,13.13,21.54,24.71,0.05,0.04,0.04,0.05,0.98,-1.43,-2.81,0.35,0.57,-60.01,29.32,0.55,-0.97,2.29,0.31,0.55,-0.62,0.79,0.17,0.02,0.63,N
3819,7.31,18.69,11.29,8.85,22.52,32.21,44.88,0.09,0.05,0.04,0.05,1.17,9.91,2.33,1.8,0.55,8.33,2.22,0.48,0.03,-4.59,0.41,0.37,-1.71,2.28,0.37,0.01,0.02,N
3820,4.2,16.54,8.49,7.67,20.06,78.57,86.58,0.07,0.04,0.05,0.04,574.35,6.44,8.9,0.89,0.52,-13.46,5.51,0.45,1.28,6.09,0.49,0.41,-1.78,1.03,0.23,0.02,0.63,N
3821,17.72,25.44,42.49,8.63,15.09,219.36,120.99,0.08,0.07,0.06,0.03,0.81,4.84,-15.45,0.74,0.5,-6.35,-1.68,0.53,1.23,15.89,0.53,0.56,-0.91,1.26,1.04,0.02,0.6,N
3822,7.6,18.38,7.8,8.34,14.53,239.82,289.39,0.04,0.05,0.08,0.06,0.69,-5.51,3.9,1.03,0.49,4.8,-4.61,0.4,-0.79,-2.29,0.4,0.47,-0.43,0.36,0.89,0.02,0.64,N
3823,13.36,13.34,11.06,8.39,35.37,20.86,28.83,0.03,0.05,0.04,0.03,1.54,-4.93,1.45,1.12,0.59,2.54,2.61,0.64,1.28,8.23,0.46,0.57,-1.05,1.15,-0.05,0.01,0.57,N
3824,5.08,19.86,14.57,9.71,37.76,81.17,76.46,0.07,0.04,0.05,0.04,1.8,17.55,-81.12,0.47,0.53,-22.91,9.56,0.54,-0.29,-5.89,0.37,0.46,-1.24,0.66,0.67,0.01,0.62,N
3825,3.63,8.72,9.36,9.63,20.97,43.12,40.65,0.04,0.07,0.05,0.05,2.64,-0.57,1.5,1.77,0.53,1.04,1.02,0.64,-0.84,0.2,0.42,0.47,-0.24,1.45,-0.05,0.01,0.41,N
3826,6.81,35.23,12.05,11.28,12.99,76.79,88.1,0.1,0.06,0.06,0.07,1.7,-1014.24,-7.8,0.64,0.54,-13,-5.44,0.55,1.05,8.92,0.48,0.54,-0.99,1.04,0.95,0.02,0.62,N
3827,4.99,21.71,7.91,12.81,27.2,26.77,28.51,0.04,0.07,0.05,0.05,1.69,-47.95,6.7,0.82,0.51,6.99,2.88,0.52,1.44,3.22,0.46,0.51,-0.39,1.05,0.21,0.02,0.59,N
3828,4.72,22.04,8.72,13.94,10.11,41.22,41.54,0.05,0.13,0.08,0.13,1.89,-5.95,135.52,0.37,0.61,-39.65,-5.2,0.44,1.9,-2.42,0.45,0.55,-0.02,0.91,-0.15,0.02,0.58,N
3829,6.21,11.69,11.37,9.06,17.76,38.5,23.78,0.11,0.21,0.08,0.07,1.02,-6.22,4.53,0.44,0.58,8,21.77,0.58,-0.31,-7.13,0.23,0.46,-0.84,1.49,0.76,0.02,0.63,N
3830,6.47,26.74,9.04,6.33,38.64,52.44,51.08,0.05,0.05,0.06,0.04,0.78,47.07,31.8,0.72,0.61,-35.51,-5.34,0.53,2.01,5.59,0.4,0.55,-0.82,1.16,0.92,0.01,0.68,N
3831,4.66,14.83,9.59,9.35,15.59,33.08,47.75,0.04,0.07,0.03,0.03,1.39,-3.3,3.07,0.68,0.65,3.32,2.49,0.47,0.75,18.63,0.6,0.49,-0.47,0.74,0.28,0.02,0.61,N
3832,6.89,16.49,15.77,13.23,20.06,41.57,34.95,0.07,0.06,0.06,0.11,1.09,-2.49,4.84,1.01,0.59,5.35,93.17,0.46,-0.3,-5.06,0.38,0.4,-1.04,2.13,0.73,0.01,0.65,N
3833,6.62,20.46,7.93,12.52,26.03,39.22,31.04,0.05,0.08,0.05,0.03,0.53,-6.22,13.92,0.98,0.54,8.02,-4.59,0.51,1.3,2.41,0.43,0.49,-0.51,0.62,0.31,0.01,0.56,N
3834,6.49,32.03,7.33,18.55,52.98,203.15,225.44,0.04,0.08,0.05,0.06,0.61,-10.84,-5.21,0.48,0.59,-12.56,-8.61,0.55,-1.81,5.65,0.41,0.54,-0.8,1.26,0.61,0.02,0.02,N
3835,13.45,16.62,7.88,10.35,25.57,22.38,20.08,0.05,0.05,0.03,0.05,1.05,-4.19,-52.54,0.68,0.62,84.21,20.49,0.56,1.2,2.65,0.45,0.56,-1.06,1.14,0.37,0.01,0.64,N
3836,15.1,32.04,11.99,11.76,17.36,50.28,46.02,0.07,0.05,0.04,0.04,0.39,5.38,10.88,0.55,0.54,-42.07,-6.84,0.44,-1.04,1.12,0.4,0.47,-0.9,0.62,0.38,0.02,0.64,N
3837,4.88,49.53,13.19,8.35,23.34,57.97,30.52,0.06,0.06,0.05,0.07,2.72,-3.58,1.93,1.64,0.54,2.02,6.84,0.49,-1.51,7.56,0.42,0.28,-0.49,0.46,0.84,0.02,0.56,N
3838,6.19,56.01,6.83,15.46,18.03,183.33,146.15,0.07,0.06,0.08,0.05,0.68,-125.48,2.13,0.99,0.58,3.84,-7.07,0.52,1.12,8.33,0.52,0.35,-0.85,1.38,0.88,0.01,0.62,N
3839,14.69,9.91,10.73,10.28,34.73,65.4,49.61,0.05,0.1,0.05,0.06,1.17,6.64,-8.2,0.67,0.58,-5.44,-3.02,0.51,1.46,8.36,0.47,0.57,-0.87,1.11,0.58,0.02,0.62,N
3840,4.94,42.16,7.86,7.06,27.63,36.74,44.13,0.1,0.05,0.05,0.08,2.11,-6.2,-9.97,0.49,0.61,-33.86,-15.04,0.58,1.15,6.15,0.43,0.54,-0.79,1.02,0.6,0.02,0.6,N
3841,-0.83,35.89,9.34,7.25,18.81,43.97,102.86,0.05,0.07,0.03,0.03,2.21,5.56,7.58,1,0.52,-50.62,-8.39,0.5,1.42,13.61,0.5,0.54,-1.58,0.55,0.57,0.02,0.63,N
3842,-0.07,28.41,11.45,7.23,26.03,68.32,64.42,0.05,0.03,0.03,0.03,2.55,-38.39,-31.69,0.51,0.54,-10.67,306.02,0.43,2.15,4.92,0.42,0.55,-0.88,1.1,0.53,0.02,0.61,N
3843,5.32,47.25,6.83,8.57,12.86,42.58,62.55,0.03,0.04,0.07,0.07,8.13,-5.69,1.98,1.47,0.53,3.45,2.45,0.54,-1.7,4.76,0.41,0.53,-0.82,0.99,-0.06,0.01,0.56,N
3844,3.74,18.09,8.9,6.37,18.14,44.52,40.18,0.05,0.06,0.04,0.08,1.91,45.68,19.35,0.71,0.61,-22.13,-3.09,0.49,0.88,15.61,0.58,0.58,-0.67,0.88,0.57,0.02,0.63,N
3845,6.92,22.84,7.54,7.71,28.82,86.34,101.24,0.05,0.04,0.04,0.07,0.72,-17.65,3.61,0.88,0.55,5.83,19.67,0.54,1.13,5.91,0.43,0.54,-0.75,0.77,0.57,0.01,0.64,N
3846,3.96,17.17,10.39,6.18,43.8,88.85,80.11,0.09,0.04,0.11,0.05,0.73,46.83,9.05,0.74,0.61,-21.99,-14.97,0.53,0.75,12.67,0.52,0.57,-0.54,1.16,0.61,0.01,0.64,N
3847,-1.53,16.03,6.2,8.38,21.71,29.4,36.04,0.04,0.04,0.04,0.07,2.19,-40.94,-10.67,0.8,0.52,-8.36,-3.2,0.49,1.4,3.77,0.47,0.58,-0.91,0.83,0.23,0.01,0.52,N
3848,0.91,13.97,11.26,8.82,46.46,32.62,24.82,0.06,0.03,0.19,0.07,0.96,-2.95,4.04,0.49,0.54,3.88,5.46,0.46,-1.25,1.22,0.41,0.72,-0.97,0.99,0.63,0.02,0.63,N
3849,5.76,16.48,6.17,8.22,19.15,45.99,34.07,0.04,0.06,0.07,0.05,7.4,-10.89,24.92,0.56,0.63,-3005.79,19.46,0.58,1.29,8.64,0.49,0.54,-1.16,1.32,0.73,0.02,0.62,N
3850,16.33,19.69,11.14,12.93,13.88,36.94,36.48,0.06,0.04,0.04,0.04,0.39,-6.98,-14.63,0.68,0.55,-35.43,-4.17,0.46,1.62,3.26,0.42,0.54,-0.49,0.48,0.45,0.02,0.57,N
3851,6.13,27.96,14.24,11.57,15.95,25.67,32.71,0.09,0.04,0.04,0.03,1.94,-9.75,6.85,0.46,0.63,36.06,-4.54,0.43,1.05,7.96,0.48,0.56,-0.77,1.54,0.39,0.02,0.56,N
3852,6.03,13.59,11.73,13,19.77,28.45,38.3,0.05,0.05,0.1,0.13,1.26,-4.16,-7.05,0.38,0.51,12.66,34.8,0.54,1.79,-6.08,0.39,0.45,-0.61,1.1,0.85,0.02,0.64,N
3853,5.75,25.9,13.6,7.36,48.23,264.75,87.32,0.12,0.13,0.04,0.05,0.52,-3.68,4.69,0.47,0.45,3.3,-5.46,0.53,-0.98,0.77,0.4,0.55,-0.07,1.04,1.3,0.02,0.64,N
3854,4.46,111.54,7.22,20.86,43.08,725.68,606.82,0.06,0.03,0.04,0.04,0.48,24.63,11.79,0.71,0.49,40.89,-3.06,0.52,1.5,7.37,0.47,0.52,-0.44,1.07,0.43,0.02,0.57,N
3855,5,9.69,11.4,11.44,14.16,25.99,58.43,0.07,0.04,0.18,0.08,-18.9,-8.86,27.68,0.58,0.52,75.13,3.62,0.51,1.27,1.41,0.36,0.48,-1.01,1.74,0.28,0,0.57,N
3856,5.17,18.18,9.68,7.49,17.91,42.78,55.19,0.08,0.03,0.06,0.04,9.19,-9.66,-165.05,0.82,0.54,-151.29,5.77,0.52,2.29,4.67,0.41,0.58,-0.84,0.9,0.38,0.02,0.61,N
3857,4.85,12.12,11.59,9.65,26.48,42.15,29.86,0.04,0.03,0.13,0.06,1.64,-3,-6.64,0.19,0.61,63.89,6.61,0.57,-0.24,-3.19,0.36,0.48,-0.76,1.23,0.22,0.02,0.61,N
3858,6.63,15.28,8.77,12.99,20.14,24.57,35.67,0.03,0.03,0.04,0.05,0.55,-2.3,1.61,2.14,0.5,2.05,8.11,0.48,-0.85,1.64,0.27,0.74,-0.32,0.34,0.1,0.01,0.61,N
3859,6.27,31.5,6.22,8.44,17.19,52.89,37.17,0.05,0.06,0.04,0.04,0.82,11.14,-5.08,0.38,0.62,-4.98,-2.96,0.51,1.14,13.09,0.51,0.57,-1.15,1.81,0.88,0.02,0.6,N
3860,7.92,13.14,15.56,11.22,11.69,36.92,30.59,0.04,0.1,0.03,0.03,0.97,-1.42,-10.46,0.55,0.6,9.11,61.72,0.57,-0.07,-6.18,0.39,0.5,-0.66,1.27,0.32,0.01,0.6,N
